Product Name,Product Slug,Question,Answer
Personalisierte Sporttasche,sport-bag-customs,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Bedruckter Fußball,bedruckter-fussball,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Bedruckter Fußball,bedruckter-fussball,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Bedruckter Fußball,bedruckter-fussball,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisiertes Basketball-Trikot,personalisiertes-basketball-trikot,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisiertes Basketball-Trikot,personalisiertes-basketball-trikot,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisiertes Basketball-Trikot,personalisiertes-basketball-trikot,Kann ich während der Saison zusätzliche Trikots nachbestellen?,"Ja, Sie können bis zu 2-mal zusätzliche Stücke in beliebiger Menge nachbestellen – zu den gleichen Preisen. Bei Bestellungen unter der Mindestmenge können jedoch Lieferkosten anfallen."
Personalisiertes Basketball-Trikot,personalisiertes-basketball-trikot,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierter 3-In-1 Schal,personalisierter-3-in-1-schal,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierter 3-In-1 Schal,personalisierter-3-in-1-schal,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierter 3-In-1 Schal,personalisierter-3-in-1-schal,Welche Garnfarben sind verfügbar?,"Wir haben mehr als 50 Garnfarben auf Lager. So finden wir immer einen Farbton, der zu Ihrem Wunsch passt. Benötigen Sie dennoch eine ganz bestimmte PMS-Farbe? Kein Problem – wir können Garn in jeder gewünschten Farbe einfärben. Kontaktieren Sie uns gerne für weitere Informationen."
Personalisierter 3-In-1 Schal,personalisierter-3-in-1-schal,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierter Regenschirm,personalisierter-regenschirm,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierter Regenschirm,personalisierter-regenschirm,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierter Regenschirm,personalisierter-regenschirm,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierte Handschuhe,personalisierte-handschuhe,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierte Handschuhe,personalisierte-handschuhe,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierte Handschuhe,personalisierte-handschuhe,Welche Garnfarben sind verfügbar?,"Wir haben mehr als 50 Garnfarben auf Lager. So finden wir immer einen Farbton, der zu Ihrem Wunsch passt. Benötigen Sie dennoch eine ganz bestimmte PMS-Farbe? Kein Problem – wir können Garn in jeder gewünschten Farbe einfärben. Kontaktieren Sie uns gerne für weitere Informationen."
Personalisierte Handschuhe,personalisierte-handschuhe,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Individuell gestrickter Schlauchschal,individuell-gestrickter-schlauchschal,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Individuell gestrickter Schlauchschal,individuell-gestrickter-schlauchschal,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Individuell gestrickter Schlauchschal,individuell-gestrickter-schlauchschal,Welche Garnfarben sind verfügbar?,"Wir haben mehr als 50 Garnfarben auf Lager. So finden wir immer einen Farbton, der zu Ihrem Wunsch passt. Benötigen Sie dennoch eine ganz bestimmte PMS-Farbe? Kein Problem – wir können Garn in jeder gewünschten Farbe einfärben. Kontaktieren Sie uns gerne für weitere Informationen."
Individuell gestrickter Schlauchschal,individuell-gestrickter-schlauchschal,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierte Gesichtsmaske,personalisierte-gesichtsmasken,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierte Gesichtsmaske,personalisierte-gesichtsmasken,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierte Gesichtsmaske,personalisierte-gesichtsmasken,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Zopfmuster-Mütze,personalisierte-zopfmuster-mutze,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Zopfmuster-Mütze,personalisierte-zopfmuster-mutze,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Zopfmuster-Mütze,personalisierte-zopfmuster-mutze,Welche Garnfarben sind verfügbar?,"Wir haben mehr als 50 Garnfarben auf Lager. So finden wir immer einen Farbton, der zu Ihrem Wunsch passt. Benötigen Sie dennoch eine ganz bestimmte PMS-Farbe? Kein Problem – wir können Garn in jeder gewünschten Farbe einfärben. Kontaktieren Sie uns gerne für weitere Informationen."
Zopfmuster-Mütze,personalisierte-zopfmuster-mutze,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Alaska Mütze,alaska-mutze,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Alaska Mütze,alaska-mutze,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Alaska Mütze,alaska-mutze,Welche Garnfarben sind verfügbar?,"Wir haben mehr als 50 Garnfarben auf Lager. So finden wir immer einen Farbton, der zu Ihrem Wunsch passt. Benötigen Sie dennoch eine ganz bestimmte PMS-Farbe? Kein Problem – wir können Garn in jeder gewünschten Farbe einfärben. Kontaktieren Sie uns gerne für weitere Informationen."
Alaska Mütze,alaska-mutze,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Schlichte Standard Mütze,schlichte-standard-mutze,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Schlichte Standard Mütze,schlichte-standard-mutze,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Schlichte Standard Mütze,schlichte-standard-mutze,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierte Regenjacke,personalisierte-regenjacke,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierte Regenjacke,personalisierte-regenjacke,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierte Regenjacke,personalisierte-regenjacke,Kann ich während der Saison zusätzliche Jacken nachbestellen?,"Ja, Sie können bis zu 2-mal zusätzliche Stücke in beliebiger Menge nachbestellen – zu den gleichen Preisen. Bei Bestellungen unter der Mindestmenge können jedoch Lieferkosten anfallen."
Personalisierte Regenjacke,personalisierte-regenjacke,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierte Trainer-Jacke,personalisierte-trainer-jacke,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierte Trainer-Jacke,personalisierte-trainer-jacke,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierte Trainer-Jacke,personalisierte-trainer-jacke,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierter Trainingsanzug,personalisierter-trainingsanzug,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierter Trainingsanzug,personalisierter-trainingsanzug,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierter Trainingsanzug,personalisierter-trainingsanzug,Kann ich während der Saison zusätzliche Trikots nachbestellen?,"Ja, Sie können bis zu 2-mal zusätzliche Stücke in beliebiger Menge nachbestellen – zu den gleichen Preisen. Bei Bestellungen unter der Mindestmenge können jedoch Lieferkosten anfallen."
Personalisierter Trainingsanzug,personalisierter-trainingsanzug,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisiertes Aufwärmtrikot,personalisiertes-aufwarmtrikot,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisiertes Aufwärmtrikot,personalisiertes-aufwarmtrikot,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisiertes Aufwärmtrikot,personalisiertes-aufwarmtrikot,Kann ich während der Saison zusätzliche Trikots nachbestellen?,"Ja, Sie können bis zu 2-mal zusätzliche Stücke in beliebiger Menge nachbestellen – zu den gleichen Preisen. Bei Bestellungen unter der Mindestmenge können jedoch Lieferkosten anfallen."
Personalisiertes Aufwärmtrikot,personalisiertes-aufwarmtrikot,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierter Premium Schal,personalisierter-premium-schal,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierter Premium Schal,personalisierter-premium-schal,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierter Premium Schal,personalisierter-premium-schal,Welche Garnfarben sind verfügbar?,We have more than 50 colours of yarn in stock at any given time. We'll always have a similar colour to the one you're after. Still need a very specific PMS colour? We can dye yarn in any required colour. Contact us for more information.
Personalisierter Premium Schal,personalisierter-premium-schal,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierter Rippstrick-Schal,personalisierter-rippstrick-schal,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierter Rippstrick-Schal,personalisierter-rippstrick-schal,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierter Rippstrick-Schal,personalisierter-rippstrick-schal,Welche Garnfarben sind verfügbar?,We have more than 50 colours of yarn in stock at any given time. We'll always have a similar colour to the one you're after. Still need a very specific PMS colour? We can dye yarn in any required colour. Contact us for more information.
Personalisierter Rippstrick-Schal,personalisierter-rippstrick-schal,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Individuell gewebter Aufnäher,individuell-gewebter-aufnaher,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Individuell gewebter Aufnäher,individuell-gewebter-aufnaher,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Individuell gewebter Aufnäher,individuell-gewebter-aufnaher,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisiertes Stadionkissen,personalisiertes-stadiumkissen,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisiertes Stadionkissen,personalisiertes-stadiumkissen,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisiertes Stadionkissen,personalisiertes-stadiumkissen,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierte Tasse,personalisierte-tasse,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierte Tasse,personalisierte-tasse,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
